24.1Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,2024년 03월 31일,2023년 12월 31일,24.2Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,2024년 06월 30일,2023년 12월 31일,24.3Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,2024년 09월 30일,2023년 12월 31일,24.4Q,F&F,F&F Shanghai,FnF HONGKONG,F&F 베트남,빅텐츠,엔터테인먼트,세르지오,단순합계,연결분개 DR,연결분개 CR,Dr,Cr,2024년 12월 31일,2023년 12월 31일
유동성장기예수보증금,"10,419,000,000",0,0,0,0,0,0,"10,419,000,000",,,"10,419,000,000","10,119,000,000",유동성장기예수보증금,"10,130,262,650",0,0,0,0,0,0,"10,130,262,650",,,"10,130,262,650","10,119,000,000",유동성장기예수보증금,"10,165,262,650",0,0,0,0,0,0,"10,165,262,650",,,"10,165,262,650","10,119,000,000",유동성장기예수보증금,"10,841,761,250",0,0,0,0,0,0,"10,841,761,250",,,,,10841761250,10119000000
현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,0,0,현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,0,0,현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,0,0,현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,,,0,0
금융보증부채(유동),"633,190,457",,,0,0,0,0,"633,190,457","633,190,457",,0,0,금융보증부채(유동),"367,256,167",,,0,0,0,0,"367,256,167","367,256,167",,0,0,금융보증부채(유동),"525,641,281",,,0,0,0,0,"525,641,281","525,641,281",,0,0,금융보증부채(유동),"366,831,330",,,0,0,0,0,"366,831,330","366,831,330",,,,0,0.120000005
단기차입금,0,"72,442,500,000",0,0,"300,000,000",0,"9,051,454,464","81,793,954,464","9,051,454,626",,"72,742,499,838","30,742,799,883",단기차입금,0,0,0,0,"300,000,000",0,"9,439,970,816","9,739,970,816","9,439,970,816",,"300,000,000","30,742,799,883",단기차입금,0,"86,820,400,000",0,0,0,0,0,"86,820,400,000",,,"86,820,400,000","30,742,799,883",단기차입금,"45,000,000,000","100,635,000,000",0,0,0,0,0,"145,635,000,000",,,,,1.46E+11,30742799883
예수금,"3,780,980","716,348,607",0,0,"295,847,706","73,551,484",0,"1,089,528,777",,,"1,089,528,777","335,011,972",예수금,"3,713,210","136,388,095",0,0,"348,898,157","22,293,694",0,"511,293,156",,,"511,293,156","335,011,972",예수금,"3,713,210","112,929,587",0,0,"553,950,439","363,264",-1,"670,956,499",,,"117,006,060","335,011,972",예수금,"3,776,790","135,749,434",0,0,"553,950,439",0,0,"693,476,664",,,"553,950,439",,139526225,335011972
미지급비용,"2,874,159,441","30,572,229,675","2,454,468,157",0,"87,532,889","114,371,585","133,455,125","36,236,216,872","818,952,718",,"35,417,264,154","38,763,910,920",미지급비용,"3,189,740,778","28,745,367,120","2,052,307,557",0,"93,952,327","229,369,863","420,859,173","34,731,596,818","2,470,145,619",,"32,261,451,199","38,763,910,920",미지급비용,"3,609,760,873","31,853,285,293","1,862,586,317",0,"121,245,742","139,057,458","664,417,770","38,250,353,453","2,702,856,297",,"35,426,251,414","38,763,910,920",미지급비용,"3,274,057,366","37,795,302,579","2,822,990,770",0,"121,245,742","294,575,123","500,519,007","44,808,690,587","1,464,074,203",,"121,245,742",,43223370642,38763910920
선수금,"32,543,754,542","18,503,352,049",0,"1,572,976","1,927,970,394","351,965,200",0,"53,328,615,161","30,429,843,000",,"22,898,772,161","24,119,056,967",선수금,"27,928,781,671","49,957,518,173",0,"1,063,427","2,708,079,824","2,792,833,734",0,"83,388,276,829","25,941,612,043",,"57,446,664,786","24,119,056,967",선수금,"4,830,914,351","7,756,008,695",0,0,"604,087,604","3,380,402,859",0,"16,571,413,509",0,,"15,967,325,905","24,119,056,967",선수금,"27,363,740,617","8,956,822,927",0,0,"604,087,604","30,000,000",0,"36,954,651,148","25,519,391,797",,"604,087,604",,10831171747,24119056967
선수수익,"5,998,493,821","20,438,928,282",0,0,0,0,"1,061,707,376","27,499,129,479","772,822,917",,"26,726,306,562","36,056,769,881",선수수익,"5,875,853,378","21,001,972,935",0,0,0,0,"775,108,355","27,652,934,668","715,155,643",,"26,937,779,025","36,056,769,881",선수수익,"5,695,597,181","26,061,898,973",0,0,0,0,"635,692,768","32,393,188,922","657,085,222",,"31,736,103,700","36,056,769,881",선수수익,"5,495,164,768","28,427,548,391",0,0,0,"3,057,680,382","651,300,680","37,631,694,221","582,569,959",,,,37049124262,36056769881
유동충당부채,"982,782,884",0,0,0,0,0,0,"982,782,884",,,"982,782,884","1,644,657,143",유동충당부채,"1,580,362,951",0,0,0,0,0,0,"1,580,362,951",,,"1,580,362,951","1,644,657,143",유동충당부채,"737,658,042",0,0,0,0,0,0,"737,658,042",,,"737,658,042","1,644,657,143",유동충당부채,"1,452,258,631",0,0,0,0,0,0,"1,452,258,631",,,,,1452258631,1644657143
기타금융부채,0,0,0,0,0,0,0,0,,,0,0,기타금융부채,0,0,0,0,0,0,0,0,,,0,0,기타금융부채,0,0,0,0,0,0,0,0,,,0,0,기타금융부채,0,0,0,0,0,0,0,0,,,,,0,0
통화선도부채,"51,966,231",0,0,0,0,0,0,"51,966,231",,,"51,966,231",0,통화선도부채,0,0,0,0,0,0,0,0,,,0,0,통화선도부채,"107,114,696",0,0,0,0,0,0,"107,114,696",,,"107,114,696",0,통화선도부채,0,0,0,0,0,0,0,0,,,,,0,0
미지급법인세,"108,418,161,868","11,724,546,685","670,928,585",0,0,0,"277,066,347","121,090,703,485",,,"121,090,703,485","89,990,295,822",미지급법인세,"38,029,997,423","4,261,452,470","232,773,162",0,0,0,"283,829,764","42,808,052,819",,,"42,808,052,819","89,990,295,822",미지급법인세,"55,913,322,150","2,218,285,070","277,964,566",0,0,0,"318,419,940","58,727,991,726",,,"58,727,991,726","89,990,295,822",미지급법인세,"67,456,473,690",0,"682,661,346",0,0,0,"580,197,335","68,719,332,371",,,,,68719332371,89990295822
유동성복구충당부채,"110,617,336",0,"360,273,374",0,0,0,0,"470,890,710",,,"470,890,710","407,361,360",유동성복구충당부채,"147,279,483",0,"493,803,281",0,0,0,0,"641,082,764",,,"641,082,764","407,361,360",유동성복구충당부채,"131,004,698",0,"661,591,697",0,0,0,0,"792,596,395",,,"792,596,395","407,361,360",유동성복구충당부채,"184,906,646",0,"1,386,881,364",0,0,0,0,"1,571,788,010",,,,,1571788010,407361360
부가세예수금,0,0,0,0,0,0,0,0,,,0,0,부가세예수금,0,0,0,0,0,0,0,0,,,0,0,부가세예수금,0,0,0,0,0,0,0,0,,,0,0,부가세예수금,0,0,0,0,0,0,0,0,,,,,0,0
임대보증금,0,0,0,0,0,0,0,0,,,0,0,임대보증금,0,0,0,0,0,0,0,0,,,0,0,임대보증금,0,0,0,0,0,0,0,0,,,0,0,임대보증금,0,0,0,0,0,0,0,0,,,,,0,0
유동리스부채,"29,734,877,364","14,706,670,546","8,738,132,029",0,"126,473,551","415,835,733","242,169,778","53,964,159,001",,,"53,964,159,001","55,614,074,321",유동리스부채,"29,161,294,282","17,725,266,087","7,625,384,857",0,"129,402,743","415,835,735","167,958,739","55,225,142,443",,,"55,225,142,443","55,614,074,321",유동리스부채,"29,834,337,402","17,910,281,524","6,801,195,858",0,"132,405,521","415,273,722","79,847,822","55,173,341,849",,,"55,040,936,328","55,614,074,321",유동리스부채,"28,593,367,324","21,157,162,084","7,386,684,093",0,"132,405,521","425,614,845","416,122,411","58,111,356,278",,,"132,405,521",,57978950757,55614074321
매각예정비유동부채,0,0,0,0,0,0,0,0,,,0,0,매각예정비유동부채,0,0,0,0,0,0,0,0,,,0,0,매각예정비유동부채,0,0,0,0,0,0,0,0,,,"2,879,014,035",0,매각예정비유동부채,0,0,0,0,0,0,0,0,,,"2,879,014,035","2,879,014,035",0,0
Ⅱ.비유동부채,"138,706,527,262","27,039,146,758","6,697,338,316",0,"647,220,316","11,018,253,570","1,363,738,852","185,472,225,074",,,"190,193,578,068","200,506,434,535",Ⅱ.비유동부채,"135,731,095,053","30,004,465,531","5,818,769,170",0,"613,747,879","10,965,051,959","1,404,241,341","184,537,370,933",,,"189,403,401,094","200,506,434,535",Ⅱ.비유동부채,"136,286,549,205","28,806,988,307","5,836,824,371",0,"579,496,569","16,536,716,076","11,729,098,951","199,775,673,478",,,"187,749,613,036","200,506,434,535",Ⅱ.비유동부채,"123,905,160,407","33,979,462,260","5,503,827,435",0,"579,496,569","17,541,772,310","17,188,850,958","198,698,569,940",,,,,1.86E+11,2.01E+11
장기차입금,0,0,0,0,"520,000,000","10,000,000,000",0,"10,520,000,000","10,000,000,000",,"520,000,000","295,000,000",장기차입금,0,0,0,0,"520,000,000","10,000,000,000",0,"10,520,000,000","19,439,970,997","9,439,970,997","520,000,000","295,000,000",장기차입금,0,0,0,0,"520,000,000","15,500,000,000","10,397,546,845","26,417,546,845","25,897,547,056",211,0,"295,000,000",장기차입금,0,0,0,0,"520,000,000","16,600,000,000","16,127,650,844","33,247,650,844","32,727,651,123",279,"520,000,000",,0,295000000
장기미지급금,0,0,0,0,0,0,0,0,,,0,0,장기미지급금,0,0,0,0,0,0,0,0,,,0,0,장기미지급금,0,0,0,0,0,0,0,0,,,0,0,장기미지급금,0,0,0,0,0,0,0,0,,,,,0,0
장기성예수보증금,"758,741,010","5,182,425,000",0,0,0,0,0,"5,941,166,010",,,"5,941,166,010","5,659,678,696",장기성예수보증금,"839,330,230","5,255,868,000",0,0,0,0,0,"6,095,198,230",,,"6,095,198,230","5,659,678,696",장기성예수보증금,"769,330,230","5,190,350,000",0,0,0,0,0,"5,959,680,230",,,"5,959,680,230","5,659,678,696",장기성예수보증금,"287,413,003","5,404,954,898",0,0,0,0,0,"5,692,367,901",,,,,5692367901,5659678696
현재가치할인차금,0,0,0,0,0,0,0,0,,,0,0,현재가치할인차금,0,0,0,0,0,0,0,0,,,0,0,현재가치할인차금,0,0,0,0,0,0,0,0,,,0,0,현재가치할인차금,0,0,0,0,0,0,0,0,,,,,0,0
리스부채,"135,260,324,273","21,856,721,758","4,387,668,366",0,"127,220,316","950,825,516","1,363,738,852","163,946,499,081",,,"163,946,499,081","172,705,219,163",리스부채,"130,081,196,448","24,748,597,531","3,567,042,954",0,"93,747,879","863,113,291","1,404,241,341","160,757,939,444",,,"160,757,939,444","172,705,219,163",리스부채,"129,076,414,164","23,616,638,307","3,814,016,682",0,"59,496,569","992,812,610","1,331,552,105","158,890,930,437",,,"158,831,433,868","172,705,219,163",리스부채,"123,039,942,648","28,574,507,362","3,862,930,320",0,"59,496,569","910,877,208","1,061,200,115","157,508,954,222",,,"59,496,569",,1.57E+11,1.73E+11
복구충당부채,"662,515,347",0,"2,309,669,950",0,0,0,0,"2,972,185,297",,,"2,972,185,297","2,885,450,397",복구충당부채,"606,732,660",0,"2,251,726,216",0,0,0,0,"2,858,458,876",,,"2,858,458,876","2,885,450,397",복구충당부채,"658,977,022",0,"2,022,807,689",0,0,0,0,"2,681,784,711",,,"2,681,784,711","2,885,450,397",복구충당부채,"577,804,756",0,"1,640,897,115",0,0,0,0,"2,218,701,871",,,,,2218701871,2885450397
금융보증부채,0,,,0,0,0,0,0,0,,0,0,금융보증부채,0,,,0,0,0,0,0,0,,0,0,금융보증부채,0,,,0,0,0,0,0,0,,0,0,금융보증부채,0,,,0,0,0,0,0,0,,,,0,0
소송충당부채,,,,,0,,0,0,,,0,"269,580,403",소송충당부채,,,,,0,,0,0,,,0,"269,580,403",소송충당부채,,,,,0,,0,0,,,0,"269,580,403",소송충당부채,,,,,0,,0,0,,,,,0,269580403
기타충당부채,0,0,0,0,0,0,0,0,,,0,0,기타충당부채,0,0,0,0,0,0,0,0,,,0,0,기타충당부채,0,0,0,0,0,0,0,0,,,0,0,기타충당부채,0,0,0,0,0,0,0,0,,,,,0,0
금융부채(비지배지분),0,,,0,,0,0,0,,,0,0,금융부채(비지배지분),0,,,0,,0,0,0,,,0,0,금융부채(비지배지분),0,,,0,,0,0,0,,,0,0,금융부채(비지배지분),0,,,0,,0,0,0,,,,,0,0
퇴직급여충당부채,"19,155,221,788",0,0,0,0,"67,428,054",0,"19,222,649,842",,,"19,222,649,842","18,264,310,069",퇴직급여충당부채,"20,834,998,307",0,0,0,0,"101,938,668",0,"20,936,936,975",,,"20,936,936,975","18,264,310,069",퇴직급여충당부채,"22,160,491,264",0,0,0,0,"145,842,134",0,"22,306,333,398",,,"22,306,333,398","18,264,310,069",퇴직급여충당부채,0,0,0,0,0,"181,087,934",0,"181,087,934",,,,,181087934,18264310069
퇴직연금운용자산,"-17,126,700,056",0,0,0,0,0,0,"-17,126,700,056",,,"-17,126,700,056","-17,344,693,809",퇴직연금운용자산,"-16,627,587,492",0,0,0,0,0,0,"-16,627,587,492",,,"-16,627,587,492","-17,344,693,809",퇴직연금운용자산,"-16,375,088,375",0,0,0,0,"-101,938,668",0,"-16,477,027,043",,,"-16,477,027,043","-17,344,693,809",퇴직연금운용자산,0,0,0,0,0,"-150,192,832",0,"-150,192,832",,,,,-150192832,-17344693809
국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,"-3,575,100","-3,575,100",국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,"-3,575,100","-3,575,100",국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,"-3,575,100","-3,575,100",국민연금전환금,0,0,0,0,0,0,0,0,,,,,0,-3575100
이연법인세부채,0,0,0,0,0,0,0,0,"6,840,609,357","21,561,962,351","14,721,352,994","17,775,464,716",이연법인세부채,0,0,0,0,0,0,0,0,"6,495,947,830","21,361,977,991","14,866,030,161","17,775,464,716",이연법인세부채,0,0,0,0,0,0,0,0,"7,460,213,801","21,911,196,773","14,450,982,972","17,775,464,716",이연법인세부채,0,0,0,0,0,0,0,0,"5,218,715,800","26,324,511,031",,,21105795231,17775464716
부채총계,"492,867,261,323","201,248,172,252","64,060,666,792","18,083,144","4,396,247,481","12,944,950,792","14,432,232,749","789,967,614,533",,,"707,648,527,773","687,356,585,452",부채총계,"330,928,322,092","155,343,370,672","58,440,874,087","17,664,811","4,868,900,199","14,832,192,596","17,168,704,931","581,600,029,388",,,"514,241,880,534","687,356,585,452",부채총계,"397,219,929,071","266,874,091,643","59,024,929,714","16,297,329","2,879,014,035","21,218,843,149","16,359,868,271","763,592,973,211",,,"654,790,411,059","687,356,585,452",부채총계,"429,786,087,160","252,897,215,006","64,911,513,473","37,426,088","2,879,014,035","21,719,593,720","26,968,001,178","799,198,850,661",,,,,7.09E+11,6.87E+11
자본,,,,,,,0,,,,,,자본,,,,,,,0,,,,,,자본,,,,,,,0,,,,,,자본,,,,,,,0,,,,,,,
Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587",,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587",,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587",,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587",,,,,3830707500,3830707500
보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587","15,253,575,087",,"3,830,707,500","3,830,707,500",보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587","15,253,575,087",,"3,830,707,500","3,830,707,500",보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587","15,253,575,087",,"3,830,707,500","3,830,707,500",보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000","1,572,305,000","5,000,000,000",260,"19,084,282,587","15,253,575,087",,,,3830707500,3830707500
Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192","23,640,207,350",0,"79,116,506,942","428,517,991,645",,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192","23,640,207,350",0,"79,116,506,942","428,517,991,645",,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192","23,640,207,350",0,"79,116,506,942","428,517,991,645",,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192","23,640,207,350",0,"79,116,506,942","428,517,991,645",,,,,3.18E+11,3.18E+11
주식발행초과금,"319,930,789,473",0,0,0,"23,640,207,350",0,0,"343,570,996,823","23,640,207,350",,"319,930,789,473","319,930,789,473",주식발행초과금,"319,930,789,473",0,0,0,"23,640,207,350",0,0,"343,570,996,823","23,640,207,350",,"319,930,789,473","319,930,789,473",주식발행초과금,"319,930,789,473",0,0,0,"23,640,207,350",0,0,"343,570,996,823","23,640,207,350",,"319,930,789,473","319,930,789,473",주식발행초과금,"319,930,789,473",0,0,0,"23,640,207,350",0,0,"343,570,996,823","23,640,207,350",,,,3.20E+11,3.20E+11
기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","74,437,725,130","-12,894,866,180","-2,385,596,488","-2,385,596,488",기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","74,437,725,130","-12,894,866,180","-2,385,596,488","-2,385,596,488",기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","74,437,725,130","-12,894,866,180","-2,385,596,488","-2,385,596,488",기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","74,437,725,130","-12,894,866,180",,,-2385596488,-2385596488
Ⅲ.자본조정,"-22,512,920,244",0,0,0,"179,800,000",0,0,"-22,333,120,244",,,"-22,512,920,244","-19,115,340,044",Ⅲ.자본조정,"-37,450,751,344",0,0,0,"179,800,000",0,0,"-37,270,951,344",,,"-37,450,751,344","-19,115,340,044",Ⅲ.자본조정,"-39,925,853,344",0,0,0,"179,800,000",0,0,"-39,746,053,344",,,"-39,925,853,344","-19,115,340,044",Ⅲ.자본조정,"-52,539,299,794",0,0,0,"179,800,000",0,0,"-52,359,499,794",,,,,-52539299794,-19115340044
자기주식,"-22,512,920,244",0,0,0,0,0,0,"-22,512,920,244",,,"-22,512,920,244","-19,115,340,044",자기주식,"-37,450,751,344",0,0,0,0,0,0,"-37,450,751,344",,,"-37,450,751,344","-19,115,340,044",자기주식,"-39,925,853,344",0,0,0,0,0,0,"-39,925,853,344",,,"-39,925,853,344","-19,115,340,044",자기주식,"-52,539,299,794",0,0,0,0,0,0,"-52,539,299,794",,,,,-52539299794,-19115340044
주식선택권,0,0,0,0,"179,800,000",0,0,"179,800,000","179,800,000",,0,0,주식선택권,0,0,0,0,"179,800,000",0,0,"179,800,000","179,800,000",,0,0,주식선택권,0,0,0,0,"179,800,000",0,0,"179,800,000","179,800,000",,0,0,주식선택권,0,0,0,0,"179,800,000",0,0,"179,800,000","179,800,000",,,,0,0
Ⅲ.기타포괄손익누계액,0,"1,035,642,583","-278,682,691","6,080,763",0,0,"2,484,898,933","3,247,939,588",,,"994,171,999","479,531,282",Ⅲ.기타포괄손익누계액,0,"2,903,836,022","-372,801,093","6,334,695",0,0,"4,842,441,030","7,379,810,654",,,"4,288,927,093","479,531,282",Ⅲ.기타포괄손익누계액,0,"2,031,744,972","-287,642,487","5,490,852",0,0,"1,799,256,677","3,548,850,014",,,"-336,117,564","479,531,282",Ⅲ.기타포괄손익누계액,0,"6,914,470,778","-309,130,242","10,826,579",0,0,"9,066,289,944","15,682,457,059",,,,,10008879094,479531281.8
지분법자본변동,0,0,0,0,0,0,0,0,,,0,0,지분법자본변동,0,0,0,0,0,0,0,0,,,0,0,지분법자본변동,0,0,0,0,0,0,0,0,,,0,0,지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0
부의지분법자본변동,0,0,0,0,0,0,0,0,,,0,0,부의지분법자본변동,0,0,0,0,0,0,0,0,,,0,0,부의지분법자본변동,0,0,0,0,0,0,0,0,,,0,0,부의지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0
FVOCI평가이익,0,0,0,0,0,0,0,0,,,0,0,FVOCI평가이익,0,0,0,0,0,0,0,0,,,0,0,FVOCI평가이익,0,0,0,0,0,0,0,0,,,0,0,FVOCI평가이익,0,0,0,0,0,0,0,0,,,,,0,0
매도가능증권평가손실,0,0,0,0,0,0,0,0,,,0,0,매도가능증권평가손실,0,0,0,0,0,0,0,0,,,0,0,매도가능증권평가손실,0,0,0,0,0,0,0,0,,,0,0,매도가능증권평가손실,0,0,0,0,0,0,0,0,,,,,0,0
자산재평가이익,0,0,0,0,0,0,0,0,,,0,0,자산재평가이익,0,0,0,0,0,0,0,0,,,0,0,자산재평가이익,0,0,0,0,0,0,0,0,,,0,0,자산재평가이익,0,0,0,0,0,0,0,0,,,,,0,0
해외사업환산손익,0,"1,035,642,583","-278,682,691","6,080,763",0,0,"2,484,898,933","3,247,939,588","160,474,355","-2,093,293,234","994,171,999","479,531,282",해외사업환산손익,0,"2,903,836,022","-372,801,093","6,334,695",0,0,"4,842,441,030","7,379,810,654","2,624,129,022","-466,754,539","4,288,927,093","479,531,282",해외사업환산손익,0,"2,031,744,972","-287,642,487","5,490,852",0,0,"1,799,256,677","3,548,850,014","1,477,562,948","-2,407,404,631","-336,117,564","479,531,282",해외사업환산손익,0,"6,914,470,778","-309,130,242","10,826,579",0,0,"9,066,289,944","15,682,457,059","9,182,561,514","3,508,983,549",,,10008879094,479531281.8
Ⅳ.이익잉여금,"971,301,464,130","54,688,602,710","1,336,940,372","-37,865,534","-2,324,138,286","-11,051,549,048","-5,830,897,386","1,008,082,556,958",,,"1,018,879,229,501","987,775,520,181",Ⅳ.이익잉여금,"1,019,470,916,483","70,037,987,829","1,604,182,036","-32,242,452","-3,086,864,428","-13,659,020,510","-5,327,824,717","1,069,007,134,241",,,"1,092,724,686,803","987,775,520,181",Ⅳ.이익잉여금,"1,125,420,748,921","79,516,659,164","1,606,035,535","-25,025,584","-7,785,182,272","-15,357,678,225","-8,633,878,000","1,174,741,679,539",,,"1,176,364,026,283","987,775,520,181",Ⅳ.이익잉여금,"1,222,495,352,080","61,851,337,530","3,146,072,280","2,335,442","-7,785,182,272","-21,128,000,464","-11,152,750,632","1,247,429,163,964",,,,,1.28E+12,9.88E+11
법정적립금,"1,915,353,750",0,0,0,"25,000,000",0,0,"1,940,353,750",,,"1,940,353,750","1,940,353,750",법정적립금,"1,915,353,750",0,0,0,"25,000,000",0,0,"1,940,353,750",,,"1,940,353,750","1,940,353,750",법정적립금,"1,915,353,750",0,0,0,"25,000,000",0,0,"1,940,353,750",,,"1,940,353,750","1,940,353,750",법정적립금,"1,915,353,750",0,0,0,"25,000,000",0,0,"1,940,353,750",,,,,1940353750,1940353750
임의적립금,"895,000,000,000",0,0,0,0,0,0,"895,000,000,000",,,"895,000,000,000","545,000,000,000",임의적립금,"895,000,000,000",0,0,0,0,0,0,"895,000,000,000",,,"895,000,000,000","545,000,000,000",임의적립금,"895,000,000,000",0,0,0,0,0,0,"895,000,000,000",,,"895,000,000,000","545,000,000,000",임의적립금,"895,000,000,000",0,0,0,0,0,0,"895,000,000,000",,,,,8.95E+11,5.45E+11
미처분이익잉여금,"74,386,110,380","54,688,602,710","1,336,940,372","-37,865,534","-2,349,138,286","-11,051,549,048","-5,830,897,386","111,142,203,208","442,488,765,452","453,285,437,995","121,938,875,751","440,835,166,431",미처분이익잉여금,"122,555,562,733","70,037,987,829","1,604,182,036","-32,242,452","-3,111,864,428","-13,659,020,510","-5,327,824,717","172,066,780,491","625,953,111,600","649,670,664,162","195,784,333,053","440,835,166,431",미처분이익잉여금,"228,505,395,171","79,516,659,164","1,606,035,535","-25,025,584","-7,810,182,272","-15,357,678,225","-8,633,878,000","277,801,325,789","1,083,125,378,782","1,084,747,725,527","279,423,672,533","440,835,166,431",미처분이익잉여금,"325,579,998,330","61,851,337,530","3,146,072,280","2,335,442","-7,810,182,272","-21,128,000,464","-11,152,750,632","350,488,810,214","1,432,280,787,150","1,468,206,311,783",,,3.86E+11,4.41E+11
Ⅴ. 비지배지분,0,0,0,0,0,,"9,085,021,142","9,085,021,142","1,786,940,949","23,686,546,116","30,984,626,308","27,225,801,615",Ⅴ. 비지배지분,0,0,0,0,0,,"9,486,613,700","9,486,613,700","2,005,202,739","23,714,929,166","31,196,340,126","27,225,801,615",Ⅴ. 비지배지분,0,0,0,0,0,,"9,203,655,321","9,203,655,321","2,704,259,307","20,709,810,851","27,209,206,865","27,225,801,615",Ⅴ. 비지배지분,0,0,0,0,0,,"8,331,155,033","8,331,155,033","15,065,236,655","21,832,135,320",,,15098053698,27225801615
자본총계,"1,272,550,040,859","70,672,069,765","553,851,108","36,555,037","23,068,174,064","-6,051,549,048","84,855,529,891","1,445,684,671,676",,,"1,349,721,008,049","1,317,741,413,518",자본총계,"1,305,781,662,112","87,889,648,323","726,974,370","42,432,051","22,305,447,922","-8,659,020,510","88,117,737,215","1,496,204,881,483",,,"1,412,135,103,163","1,317,741,413,518",자본총계,"1,409,256,392,550","96,496,228,608","813,986,475","48,805,076","17,607,130,078","-10,357,678,225","81,485,541,200","1,595,350,405,762",,,"1,484,687,162,724","1,317,741,413,518",자본총계,"1,493,717,549,259","83,713,632,780","2,332,535,465","81,501,829","17,607,130,078","-16,128,000,464","85,361,201,547","1,666,685,550,494",,,,,1.58E+12,1.32E+12
부채 및 자본총계,"1,765,417,302,182","271,920,242,017","64,614,517,900","54,638,181","27,464,421,545","6,893,401,744","99,287,762,640","2,235,652,286,209",,,"2,057,369,535,822","2,005,097,998,970",부채 및 자본총계,"1,636,709,984,204","243,233,018,995","59,167,848,457","60,096,862","27,174,348,121","6,173,172,086","105,286,442,146","2,077,804,910,871",,,"1,926,376,983,697","2,005,097,998,970",부채 및 자본총계,"1,806,476,321,621","363,370,320,251","59,838,916,189","65,102,405","20,486,144,113","10,861,164,924","97,845,409,471","2,358,943,378,973",,,"2,139,477,573,783","2,005,097,998,970",부채 및 자본총계,"1,923,503,636,419","336,610,847,786","67,244,048,938","118,927,917","20,486,144,113","5,591,593,256","112,329,202,725","2,465,884,401,155",,,,,2.29E+12,2.01E+12
