25.1Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인머트 , 세르지오 ,,,, 단순합계 ,연결조정분개,, 연결IS ,,,,,,25.2Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인머트 , 세르지오 ,,,, 단순합계 ,연결조정분개,, 연결IS ,,,,,,25.3Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인머트 , 세르지오 ,,,, 단순합계 ,연결조정분개,, 연결IS ,,,,,,25.4Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인머트 , 세르지오 ,,,, 단순합계 ,연결조정분개,, 연결IS ,,,,,
과  목,별도재무제표,IFRS,IFRS,IFRS,IFRS,IFRS, STIP , STO , Dr , Cr ,IFRS,Dr,Cr,2025년 누적,2025년 전분기 누적,2025년 당분기,2024년 누적,2024년 전분기 누적,2024년 당분기,과  목,별도재무제표,IFRS,IFRS,IFRS,IFRS,IFRS, STIP , STO , Dr , Cr ,IFRS,Dr,Cr,2025년 누적,2025년 전분기 누적,2025년 당분기,2024년 누적,2024년 전분기 누적,2024년 당분기,과  목,별도재무제표,IFRS,IFRS,IFRS,IFRS,IFRS, STIP , STO , Dr , Cr ,IFRS,Dr,Cr,2025년 누적,2025년 전분기 누적,2025년 당분기,2024년 누적,2024년 전분기 누적,2024년 당분기,과  목,별도재무제표,IFRS,IFRS,IFRS,IFRS,IFRS, STIP , STO , Dr , Cr ,IFRS,Dr,Cr,2025년 누적,2025년 전분기 누적,2025년 당분기,2024년 누적,2024년 전분기 누적,2024년 당분기
Ⅶ.영업외비용,"19,386,622,299 ","2,102,888,200 ","223,014,139 ","53,448 ",0 ,"238,620,166 ",0 ,"3,890,129,295 ",,0 ,"25,841,327,547 ",,,"25,467,663,703 ",,"25,467,663,703 ","11,541,691,610 ",,"11,541,691,610 ",Ⅶ.영업외비용,"27,058,676,182 ","4,055,216,878 ","229,499,902 ","563,200 ",0 ,"506,622,912 ",0 ,"6,885,835,093 ",,0 ,"38,736,414,167 ",,,"37,359,382,071 ","25,467,663,703 ","11,891,718,368 ","16,647,672,654 ","11,541,691,610 ","5,105,981,044 ",Ⅶ.영업외비용,"31,861,169,825 ","5,340,191,765 ","388,844,808 ","807,720 ",0 ,"812,436,185 ",0 ,"9,719,406,450 ",,0 ,"48,122,856,753 ",,,"45,520,265,515 ","37,359,382,071 ","8,160,883,444 ","32,125,383,315 ","16,647,672,654 ","15,477,710,661 ",Ⅶ.영업외비용,"31,861,169,825 ","5,340,191,765 ","388,844,808 ","807,720 ",0 ,"812,436,185 ",0 ,"9,719,406,450 ",,0 ,"48,122,856,753 ",,,"45,520,265,515 ","37,359,382,071 ","8,160,883,444 ","32,125,383,315 ","16,647,672,654 ","15,477,710,661 "
이자비용,"2,073,471,212 ","1,013,253,858 ","200,756,592 ",0 ,0 ,"237,435,490 ",0 ,"213,184,857 ",,,"3,738,102,009 ",,"391,738,822 ","3,346,363,187 ",,"3,346,363,187 ","2,903,894,332 ",,"2,903,894,332 ",이자비용,"3,973,863,245 ","1,559,443,504 ","168,269,105 ",0 ,0 ,"505,312,992 ",0 ,"454,582,843 ",,,"6,661,471,689 ",,"777,884,650 ","5,883,587,039 ","3,346,363,187 ","2,537,223,852 ","5,801,038,841 ","2,903,894,332 ","2,897,144,509 ",이자비용,"5,665,757,258 ","2,264,105,583 ","326,924,032 ",0 ,0 ,"807,136,714 ",0 ,"742,263,774 ",,,"9,806,187,361 ",,"1,357,703,713 ","8,448,483,648 ","5,883,587,039 ","2,564,896,609 ","8,526,778,609 ","5,801,038,841 ","2,725,739,768 ",이자비용,"5,665,757,258 ","2,264,105,583 ","326,924,032 ",0 ,0 ,"807,136,714 ",0 ,"742,263,774 ",,,"9,806,187,361 ",,"1,357,703,713 ","8,448,483,648 ","5,883,587,039 ","2,564,896,609 ","8,526,778,609 ","5,801,038,841 ","2,725,739,768 "
외화환산손실,"1,102,061,548 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"1,102,061,548 ",,"44,500,000 ","1,057,561,548 ",,"1,057,561,548 ","407,312,979 ",,"407,312,979 ",외화환산손실,"6,143,565,307 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"6,143,565,307 ",,"1,475,800,000 ","4,667,765,307 ","1,057,561,548 ","3,610,203,759 ","581,663,350 ","407,312,979 ","174,350,371 ",외화환산손실,"3,687,070,239 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"3,687,070,239 ",,"880,400,000 ","2,806,670,239 ","4,667,765,307 ","(1,861,095,068)","1,063,553,185 ","581,663,350 ","481,889,835 ",외화환산손실,"3,687,070,239 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"3,687,070,239 ",,"880,400,000 ","2,806,670,239 ","4,667,765,307 ","(1,861,095,068)","1,063,553,185 ","581,663,350 ","481,889,835 "
외환차손,"11,418,816,616 ","54,772 ","22,114,932 ","53,448 ",0 ,"1,184,665 ",0 ,"105,190,755 ",,,"11,547,415,188 ",,0 ,"11,547,415,188 ",,"11,547,415,188 ","3,334,387,314 ",,"3,334,387,314 ",외환차손,"14,537,650,277 ","54,024 ","16,682,621 ","563,200 ",0 ,"1,309,513 ",0 ,"269,005,000 ",,,"14,825,264,635 ",,0 ,"14,825,264,635 ","11,547,415,188 ","3,277,849,447 ","4,610,820,202 ","3,334,387,314 ","1,276,432,888 ",외환차손,"18,161,180,563 ","53,795 ","17,698,614 ","771,371 ",0 ,"5,299,061 ",0 ,"93,118,972 ",,,"18,278,122,376 ","199,843,919 ",,"18,477,966,295 ","14,825,264,635 ","3,652,701,660 ","8,358,475,745 ","4,610,820,202 ","3,747,655,543 ",외환차손,"18,161,180,563 ","53,795 ","17,698,614 ","771,371 ",0 ,"5,299,061 ",0 ,"93,118,972 ",,,"18,278,122,376 ","199,843,919 ",,"18,477,966,295 ","14,825,264,635 ","3,652,701,660 ","8,358,475,745 ","4,610,820,202 ","3,747,655,543 "
기타의대손상각비,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,0 ,0 ,,0 ,"57,433,463 ",,"57,433,463 ",기타의대손상각비,"9,272,320 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"9,272,320 ",,0 ,"9,272,320 ",0 ,"9,272,320 ","48,525,303 ","57,433,463 ","(8,908,160)",기타의대손상각비,"34,758,473 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"34,758,473 ",,0 ,"34,758,473 ","9,272,320 ","25,486,153 ","167,838,832 ","48,525,303 ","119,313,529 ",기타의대손상각비,"34,758,473 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"34,758,473 ",,0 ,"34,758,473 ","9,272,320 ","25,486,153 ","167,838,832 ","48,525,303 ","119,313,529 "
금융보증비용,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,금융보증비용,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,금융보증비용,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,금융보증비용,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
기타의금융수수료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,기타의금융수수료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,기타의금융수수료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,기타의금융수수료,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
무형자산폐기손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,무형자산폐기손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,무형자산폐기손실,"426,500,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"426,500,000 ",,,"426,500,000 ",0 ,"426,500,000 ",0 ,0 ,0 ,무형자산폐기손실,"426,500,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"426,500,000 ",,,"426,500,000 ",0 ,"426,500,000 ",0 ,0 ,0 
무형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,무형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,무형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,무형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
재고자산폐기손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,재고자산폐기손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,재고자산폐기손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,재고자산폐기손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
유형자산처분손실,"23,614,412 ","12,159,262 ",0 ,0 ,0 ,0 ,0 ,0 ,,,"35,773,674 ",,,"35,773,674 ",,"35,773,674 ",0 ,,0 ,유형자산처분손실,"23,614,412 ","1,081,671,503 ",0 ,0 ,0 ,0 ,0 ,0 ,,,"1,105,285,915 ",,,"1,105,285,915 ","35,773,674 ","1,069,512,241 ","3,893,274 ",0 ,"3,893,274 ",유형자산처분손실,"23,614,412 ","1,100,000,494 ","44,072,607 ",0 ,0 ,0 ,0 ,0 ,,,"1,167,687,513 ",,,"1,167,687,513 ","1,105,285,915 ","62,401,598 ","247,946,823 ","3,893,274 ","244,053,549 ",유형자산처분손실,"23,614,412 ","1,100,000,494 ","44,072,607 ",0 ,0 ,0 ,0 ,0 ,,,"1,167,687,513 ",,,"1,167,687,513 ","1,105,285,915 ","62,401,598 ","247,946,823 ","3,893,274 ","244,053,549 "
유형자산폐기손실,"187,600,548 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"187,600,548 ",,,"187,600,548 ",,"187,600,548 ",0 ,,0 ,유형자산폐기손실,"420,302,116 ",0 ,"44,403,816 ",0 ,0 ,0 ,0 ,0 ,,,"464,705,932 ",,,"464,705,932 ","187,600,548 ","277,105,384 ","696,015,579 ",0 ,"696,015,579 ",유형자산폐기손실,"1,053,527,457 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"1,053,527,457 ",,,"1,053,527,457 ","464,705,932 ","588,821,525 ","881,818,152 ","696,015,579 ","185,802,573 ",유형자산폐기손실,"1,053,527,457 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"1,053,527,457 ",,,"1,053,527,457 ","464,705,932 ","588,821,525 ","881,818,152 ","696,015,579 ","185,802,573 "
유형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,유형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,유형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,유형자산손상차손,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
무형자산처분손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,0 ,0 ,,0 ,무형자산처분손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,무형자산처분손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,무형자산처분손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
기부금,"5,074,502 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"5,074,502 ",,,"5,074,502 ",,"5,074,502 ","93,556,091 ",,"93,556,091 ",기부금,"5,074,502 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"5,074,502 ",,,"5,074,502 ","5,074,502 ",0 ,"502,861,953 ","93,556,091 ","409,305,862 ",기부금,"82,941,660 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"82,941,660 ",,,"82,941,660 ","5,074,502 ","77,867,158 ","2,412,588,119 ","502,861,953 ","1,909,726,166 ",기부금,"82,941,660 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"82,941,660 ",,,"82,941,660 ","5,074,502 ","77,867,158 ","2,412,588,119 ","502,861,953 ","1,909,726,166 "
지분법손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,"766,159,937 ",,"766,159,937 ",,"766,159,937 ","802,914,411 ",,"802,914,411 ",지분법손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,"1,594,148,331 ",,"1,594,148,331 ","766,159,937 ","827,988,394 ","1,602,851,849 ","802,914,411 ","799,937,438 ",지분법손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,"158,697,676 ",,"158,697,676 ","1,594,148,331 ","(1,435,450,655)","160,892,127 ","1,602,851,849 ","(1,441,959,722)",지분법손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,"158,697,676 ",,"158,697,676 ","1,594,148,331 ","(1,435,450,655)","160,892,127 ","1,602,851,849 ","(1,441,959,722)"
파생상품평가손실,"3,114,962,224 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"3,114,962,224 ",,,"3,114,962,224 ",,"3,114,962,224 ","51,966,231 ",,"51,966,231 ",파생상품평가손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,"3,114,962,224 ","(3,114,962,224)",0 ,"51,966,231 ","(51,966,231)",파생상품평가손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,"107,114,696 ",0 ,"107,114,696 ",파생상품평가손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,0 ,0 ,"107,114,696 ",0 ,"107,114,696 "
파생상품거래손실,"280,408,753 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"280,408,753 ",,,"280,408,753 ",,"280,408,753 ","80,126,550 ",,"80,126,550 ",파생상품거래손실,"349,603,638 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"349,603,638 ",,,"349,603,638 ","280,408,753 ","69,194,885 ","246,480,029 ","80,126,550 ","166,353,479 ",파생상품거래손실,"439,895,782 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"439,895,782 ",,,"439,895,782 ","349,603,638 ","90,292,144 ","829,584,966 ","246,480,029 ","583,104,937 ",파생상품거래손실,"439,895,782 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"439,895,782 ",,,"439,895,782 ","349,603,638 ","90,292,144 ","829,584,966 ","246,480,029 ","583,104,937 "
잡손실,"211,026,043 ","1,077,420,308 ","142,615 ",0 ,0 ,11 ,0 ,"3,571,753,683 ",,,"4,860,342,660 ",1 ,"703,584,960 ","4,156,757,701 ",,"4,156,757,701 ","2,002,739,077 ",,"2,002,739,077 ",잡손실,"671,646,531 ","1,414,047,847 ","144,360 ",0 ,0 ,407 ,0 ,"6,162,247,250 ",,,"8,248,086,395 ",,"717,495,777 ","7,530,590,618 ","4,156,757,701 ","3,373,832,917 ","2,118,512,168 ","2,002,739,077 ","115,773,091 ",잡손실,"777,605,628 ","1,976,031,893 ","149,555 ","36,349 ",0 ,410 ,0 ,"8,884,023,704 ",,,"11,637,847,539 ",,"723,029,120 ","10,914,818,419 ","7,530,590,618 ","3,384,227,801 ","6,441,489,182 ","2,118,512,168 ","4,322,977,014 ",잡손실,"777,605,628 ","1,976,031,893 ","149,555 ","36,349 ",0 ,410 ,0 ,"8,884,023,704 ",,,"11,637,847,539 ",,"723,029,120 ","10,914,818,419 ","7,530,590,618 ","3,384,227,801 ","6,441,489,182 ","2,118,512,168 ","4,322,977,014 "
소송충당부채전입액,,,,,0 ,,,,,,0 ,,,0 ,,0 ,0 ,,0 ,소송충당부채전입액,,,,,0 ,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,소송충당부채전입액,,,,,0 ,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,소송충당부채전입액,,,,,0 ,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
당기손익-공정가치측정금융자산 평가손실,"932,510,941 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"932,510,941 ",,,"932,510,941 ",,"932,510,941 ","1,807,361,162 ",,"1,807,361,162 ",당기손익-공정가치측정금융자산 평가손실,"887,008,334 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"887,008,334 ",,,"887,008,334 ","932,510,941 ","(45,502,607)","435,010,106 ","1,807,361,162 ","(1,372,351,056)",당기손익-공정가치측정금융자산 평가손실,"1,508,318,353 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"1,508,318,353 ",,,"1,508,318,353 ","887,008,334 ","621,310,019 ","575,741,306 ","435,010,106 ","140,731,200 ",당기손익-공정가치측정금융자산 평가손실,"1,508,318,353 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"1,508,318,353 ",,,"1,508,318,353 ","887,008,334 ","621,310,019 ","575,741,306 ","435,010,106 ","140,731,200 "
종속기업처분손실,0 ,,,,,,,,,,0 ,,,0 ,,0 ,0 ,,0 ,종속기업처분손실,0 ,,,,,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,종속기업처분손실,0 ,,,,,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 ,종속기업처분손실,0 ,,,,,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
당기손익인식금융자산처분손실,"37,075,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"37,075,500 ",,,"37,075,500 ",,"37,075,500 ",0 ,,0 ,당기손익인식금융자산처분손실,"37,075,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,"37,075,500 ",,,"37,075,500 ","37,075,500 ",0 ,0 ,0 ,0 ,당기손익인식금융자산처분손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,"37,075,500 ","(37,075,500)","2,351,561,573 ",0 ,"2,351,561,573 ",당기손익인식금융자산처분손실,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,"37,075,500 ","(37,075,500)","2,351,561,573 ",0 ,"2,351,561,573 "
Ⅷ.법인세비용차감전순이익,"105,282,566,090 ","4,985,132,231 ","(148,980,449)","12,623,020 ",0 ,"(1,755,293,539)","(28,642,650)","(2,850,133,366)",,0 ,"105,497,271,337 ",,,"110,663,352,907 ",,"110,663,352,908 ","128,158,681,134 ",,"128,158,681,134 ",Ⅷ.법인세비용차감전순이익,"192,242,877,960 ","3,084,893,866 ","264,712,078 ","7,981,550 ",0 ,"(3,756,529,520)","(86,033,727)","(4,982,645,347)",,0 ,"186,775,256,860 ",,,"196,746,214,027 ","110,663,352,908 ","86,082,861,119 ","226,114,747,188 ","128,158,681,134 ","97,956,066,054 ",Ⅷ.법인세비용차감전순이익,"394,092,949,375 ","31,996,241,345 ","(1,122,354,881)","(8,746,745)",0 ,"(6,788,878,104)","(106,088,435)","(2,355,925,596)",,0 ,"415,707,196,959 ",,,"332,024,014,846 ","196,746,214,027 ","135,277,800,819 ","335,954,642,417 ","226,114,747,188 ","109,839,895,230 ",Ⅷ.법인세비용차감전순이익,"394,092,949,375 ","31,996,241,345 ","(1,122,354,881)","(8,746,745)",0 ,"(6,788,878,104)","(106,088,435)","(2,355,925,596)",,0 ,"415,707,196,959 ",,,"332,024,014,846 ","196,746,214,027 ","135,277,800,819 ","335,954,642,417 ","226,114,747,188 ","109,839,895,230 "
Ⅸ.법인세비용,"25,444,446,825 ","1,292,291,289 ","24,182,142 ",0 ,0 ,"(20,278,554)",0 ,"174,487,839 ",,,"26,915,129,541 ","1,361,321,343 ","182,502,744 ","28,093,948,140 ",,"28,093,948,140 ","31,836,782,903 ",,"31,836,782,903 ",Ⅸ.법인세비용,"48,198,413,526 ","849,187,222 ","40,415,622 ",0 ,0 ,"(29,013,971)",0 ,"503,142,694 ",,,"49,562,145,093 ","2,334,779,760 ","358,794,169 ","51,538,130,684 ","28,093,948,140 ","23,444,182,544 ","55,841,814,143 ","31,836,782,903 ","24,005,031,239 ",Ⅸ.법인세비용,"99,106,156,325 ","8,074,594,781 ","(35,141,398)",0 ,0 ,"(59,354,817)",0 ,"349,962,550 ",,,"107,436,217,441 ","(20,782,825,194)","532,481,210 ","86,120,911,037 ","51,538,130,684 ","34,582,780,354 ","85,880,676,104 ","55,841,814,143 ","30,038,861,961 ",Ⅸ.법인세비용,"99,106,156,325 ","8,074,594,781 ","(35,141,398)",0 ,0 ,"(59,354,817)",0 ,"349,962,550 ",,,"107,436,217,441 ","(20,782,825,194)","532,481,210 ","86,120,911,037 ","51,538,130,684 ","34,582,780,354 ","85,880,676,104 ","55,841,814,143 ","30,038,861,961 "
 계속사업손익,"79,838,119,265 ","3,692,840,942 ","(173,162,591)","12,623,020 ",0 ,"(1,735,014,985)","(28,642,650)","(3,024,621,205)",,0 ,"78,582,141,796 ",0 ,,"82,569,404,767 ",,"82,569,404,768 ","96,321,898,231 ",,"96,321,898,231 ", 계속사업손익,"144,044,464,434 ","2,235,706,644 ","224,296,456 ","7,981,550 ",0 ,"(3,727,515,549)","(86,033,727)","(5,485,788,041)",,0 ,"137,213,111,767 ",0 ,,"145,208,083,343 ","82,569,404,768 ","62,638,678,575 ","170,272,933,045 ","96,321,898,231 ","73,951,034,815 ", 계속사업손익,"294,986,793,050 ","23,921,646,564 ","(1,087,213,483)","(8,746,745)",0 ,"(6,729,523,287)","(106,088,435)","(2,705,888,146)",,0 ,"308,270,979,518 ",0 ,,"245,903,103,809 ","145,208,083,343 ","100,695,020,465 ","250,073,966,314 ","170,272,933,045 ","79,801,033,269 ", 계속사업손익,"294,986,793,050 ","23,921,646,564 ","(1,087,213,483)","(8,746,745)",0 ,"(6,729,523,287)","(106,088,435)","(2,705,888,146)",,0 ,"308,270,979,518 ",0 ,,"245,903,103,809 ","145,208,083,343 ","100,695,020,465 ","250,073,966,314 ","170,272,933,045 ","79,801,033,269 "
 중단사업손익,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,,,0 ,,0 ,0 ,,0 , 중단사업손익,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 , 중단사업손익,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 , 중단사업손익,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,,,0 ,0 ,0 ,0 ,0 ,0 
Ⅹ.당기순이익,"79,838,119,265 ","3,692,840,942 ","(173,162,591)","12,623,020 ",0 ,"(1,735,014,985)","(28,642,650)","(3,024,621,205)","31,675,033 ","31,675,033 ","78,582,141,796 ","397,387,354,628 ","401,374,617,599 ","82,569,404,767 ",,"82,569,404,768 ","96,321,898,231 ",,"96,321,898,231 ",Ⅹ.당기순이익,"144,044,464,434 ","2,235,706,644 ","224,296,456 ","7,981,550 ",0 ,"(3,727,515,549)","(86,033,727)","(5,485,788,041)","52,180,455 ","52,180,455 ","137,213,111,767 ","667,972,859,502 ","675,967,831,078 ","145,208,083,343 ","82,569,404,768 ","62,638,678,575 ","170,272,933,045 ","96,321,898,231 ","73,951,034,815 ",Ⅹ.당기순이익,"294,986,793,050 ","23,921,646,564 ","(1,087,213,483)","(8,746,745)",0 ,"(6,729,523,287)","(106,088,435)","(2,705,888,146)","85,594,490 ","85,594,490 ","308,270,979,518 ","1,226,390,365,065 ","1,164,022,489,356 ","245,903,103,809 ","145,208,083,343 ","100,695,020,465 ","250,073,966,314 ","170,272,933,045 ","79,801,033,269 ",Ⅹ.당기순이익,"294,986,793,050 ","23,921,646,564 ","(1,087,213,483)","(8,746,745)",0 ,"(6,729,523,287)","(106,088,435)","(2,705,888,146)","85,594,490 ","85,594,490 ","308,270,979,518 ","1,226,390,365,065 ","1,164,022,489,356 ","245,903,103,809 ","145,208,083,343 ","100,695,020,465 ","250,073,966,314 ","170,272,933,045 ","79,801,033,269 "
   지배지분,"79,838,119,265 ","3,692,840,942 ","(173,162,591)","12,623,020 ",0 ,"(1,735,014,985)","(28,642,650)","(3,024,621,205)","31,675,033 ","31,675,033 ","78,582,141,796 ","441,200,837 ",,"83,010,605,604 ",,"83,010,605,605 ","95,713,367,503 ",,"95,713,367,503 ",   지배지분,"144,044,464,434 ","2,235,706,644 ","224,296,456 ","7,981,550 ",0 ,"(3,727,515,549)","(86,033,727)","(5,485,788,041)","52,180,455 ","52,180,455 ","137,213,111,767 ","620,050,877 ",,"145,828,134,220 ","83,010,605,605 ","62,817,528,615 ","169,907,782,239 ","95,713,367,503 ","74,194,414,736 ",   지배지분,"294,986,793,050 ","23,921,646,564 ","(1,087,213,483)","(8,746,745)",0 ,"(6,729,523,287)","(106,088,435)","(2,705,888,146)","85,594,490 ","85,594,490 ","308,270,979,518 ","(1,915,194,418)",,"243,987,909,391 ","145,828,134,220 ","98,159,775,171 ","253,403,974,022 ","169,907,782,239 ","83,496,191,783 ",   지배지분,"294,986,793,050 ","23,921,646,564 ","(1,087,213,483)","(8,746,745)",0 ,"(6,729,523,287)","(106,088,435)","(2,705,888,146)","85,594,490 ","85,594,490 ","308,270,979,518 ","(1,915,194,418)",,"243,987,909,391 ","145,828,134,220 ","98,159,775,171 ","253,403,974,022 ","169,907,782,239 ","83,496,191,783 "
   비지배지분,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,"(441,200,837)",,"(441,200,837)",,"(441,200,837)","608,530,728 ",,"608,530,728 ",   비지배지분,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,"(620,050,877)",,"(620,050,877)","(441,200,837)","(178,850,040)","365,150,806 ","608,530,728 ","(243,379,922)",   비지배지분,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,"1,915,194,418 ",,"1,915,194,418 ","(620,050,877)","2,535,245,295 ","(3,330,007,708)","365,150,806 ","(3,695,158,514)",   비지배지분,0 ,0 ,0 ,0 ,0 ,,,,,,0 ,"1,915,194,418 ",,"1,915,194,418 ","(620,050,877)","2,535,245,295 ","(3,330,007,708)","365,150,806 ","(3,695,158,514)"
