25.1Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 03월 31일,2024년 12월 31일,25.2Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 06월 30일,2024년 12월 31일,25.3Q, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 09월 30일,2024년 12월 31일,과  목, F&F , F&F Shanghai , FnF HONGKONG , F&F 베트남 , 빅텐츠 , 엔터테인먼트 , 세르지오 , 단순합계 ,연결분개 DR,연결분개 CR,Dr,Cr,2025년 12월 31일,2024년 12월 31일
현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금(유동임차),0,0,0,0,0,0,0,0,,,,,0,0
금융보증부채(유동),"208,927,545",,,0,0,0,0,"208,927,545","208,927,546",1,,,0,0,금융보증부채(유동),"54,316,722",,,0,0,0,0,"54,316,722","54,316,722",,,,0,0,금융보증부채(유동),"85,438,269",,,0,0,0,0,"85,438,269","85,438,269",,,,0,0,금융보증부채(유동),"85,438,269",,,0,0,0,0,"85,438,269","85,438,269",,,,0,0
단기차입금,"20,000,000,000","56,470,400,000",0,0,0,0,0,"76,470,400,000",,,,,"76,470,400,000","145,635,000,000",단기차입금,0,"32,157,200,000",0,0,0,0,0,"32,157,200,000",,,,,"32,157,200,000","145,635,000,000",단기차입금,0,"160,605,120,000",0,0,0,0,0,"160,605,120,000",,,,,"160,605,120,000","145,635,000,000",단기차입금,0,"160,605,120,000",0,0,0,0,0,"160,605,120,000",,,,,"160,605,120,000","145,635,000,000"
예수금,"1,246,587,076","617,606,225",0,0,0,0,0,"1,864,193,301",1,,,,"1,864,193,300","139,526,225",예수금,"1,246,491,376","110,248,655",0,0,0,0,0,"1,356,740,031",,,,,"1,356,740,031","139,526,225",예수금,"3,713,210","130,593,431",0,0,0,0,0,"134,306,641",1,,,,"134,306,640","139,526,225",예수금,"3,713,210","130,593,431",0,0,0,0,0,"134,306,641",1,,,,"134,306,640","139,526,225"
미지급비용,"3,217,752,571","30,612,082,199","2,084,934,217",0,0,"270,015,629","1,126,621,247","37,311,405,863","2,171,476,721",,,,"35,139,929,142","43,223,370,642",미지급비용,"5,012,235,140","24,792,055,235","2,409,442,074","174,966",0,"531,939,460","950,623,445","33,696,470,320","2,200,225,981",,,,"31,496,244,339","43,223,370,642",미지급비용,"4,510,903,602","31,915,461,839","2,215,566,216",0,0,"303,370,189","1,244,906,953","40,190,208,799","1,184,341,157",,,,"39,005,867,642","43,223,370,642",미지급비용,"4,510,903,602","31,915,461,839","2,215,566,216",0,0,"303,370,189","1,244,906,953","40,190,208,799","1,184,341,157",,,,"39,005,867,642","43,223,370,642"
선수금,"1,079,426,453","9,611,892,661",0,0,0,"2,311,508,351",0,"13,002,827,465",0,,,,"13,002,827,465","10,831,171,747",선수금,"13,030,152,709","24,938,732,732",0,0,0,"1,918,498,057",0,"39,887,383,498","11,888,985,574",,,,"27,998,397,924","10,831,171,747",선수금,"1,713,694,154","1,984,134,691",0,0,0,"2,356,741,256",0,"6,054,570,101",0,,,,"6,054,570,101","10,831,171,747",선수금,"1,713,694,154","1,984,134,691",0,0,0,"2,356,741,256",0,"6,054,570,101",0,,,,"6,054,570,101","10,831,171,747"
선수수익,"5,228,924,822","29,635,068,448",0,0,0,"554,465,301","1,232,566,948","36,651,025,519","1,108,594,706",,,,"35,542,430,813","37,049,124,262",선수수익,"4,942,630,424","18,040,364,688",0,0,0,"568,618,530","1,075,459,177","24,627,072,819","733,134,728",,,,"23,893,938,091","37,049,124,262",선수수익,"4,598,605,847","15,734,517,727",0,0,0,"495,404,378","1,007,694,984","21,836,222,936","944,184,015",,,,"20,892,038,921","37,049,124,262",선수수익,"4,598,605,847","15,734,517,727",0,0,0,"495,404,378","1,007,694,984","21,836,222,936","944,184,015",,,,"20,892,038,921","37,049,124,262"
유동충당부채,"832,735,668",0,0,0,0,0,0,"832,735,668",,,,,"832,735,668","1,452,258,631",유동충당부채,"1,388,983,953",0,0,0,0,0,0,"1,388,983,953",,,,,"1,388,983,953","1,452,258,631",유동충당부채,"1,061,814,403",0,0,0,0,0,0,"1,061,814,403",,,,,"1,061,814,403","1,452,258,631",유동충당부채,"1,061,814,403",0,0,0,0,0,0,"1,061,814,403",,,,,"1,061,814,403","1,452,258,631"
기타금융부채,0,0,0,0,0,0,0,0,,,,,0,0,기타금융부채,0,0,0,0,0,0,0,0,,,,,0,0,기타금융부채,0,0,0,0,0,0,0,0,,,,,0,0,기타금융부채,0,0,0,0,0,0,0,0,,,,,0,0
통화선도부채,"3,114,962,224",0,0,0,0,0,0,"3,114,962,224",,,,,"3,114,962,224",0,통화선도부채,0,0,0,0,0,0,0,0,,,,,0,0,통화선도부채,0,0,0,0,0,0,0,0,,,,,0,0,통화선도부채,0,0,0,0,0,0,0,0,,,,,0,0
미지급법인세,"65,557,492,889",0,"803,308,171",0,0,0,0,"66,360,801,060",,,,,"66,360,801,060","68,719,332,371",미지급법인세,"46,396,092,202",0,"396,698,596",0,0,0,0,"46,792,790,798",,,,,"46,792,790,798","68,719,332,371",미지급법인세,"76,948,827,631","7,741,147,819","352,627,386",0,0,0,0,"85,042,602,836",,,,,"85,042,602,836","68,719,332,371",미지급법인세,"76,948,827,631","7,741,147,819","352,627,386",0,0,0,0,"85,042,602,836",,,,,"85,042,602,836","68,719,332,371"
유동성복구충당부채,"174,258,547",0,"1,926,060,382",0,0,0,0,"2,100,318,929",,,,,"2,100,318,929","1,571,788,010",유동성복구충당부채,"111,766,913",0,"1,024,105,279",0,0,0,0,"1,135,872,192",,,,,"1,135,872,192","1,571,788,010",유동성복구충당부채,"114,009,571",0,"820,506,544",0,0,0,0,"934,516,115",,,,,"934,516,115","1,571,788,010",유동성복구충당부채,"114,009,571",0,"820,506,544",0,0,0,0,"934,516,115",,,,,"934,516,115","1,571,788,010"
부가세예수금,0,0,0,0,0,0,0,0,,,,,0,0,부가세예수금,0,0,0,0,0,0,0,0,,,,,0,0,부가세예수금,0,0,0,0,0,0,0,0,,,,,0,0,부가세예수금,0,0,0,0,0,0,0,0,,,,,0,0
임대보증금,0,0,0,0,0,0,0,0,,,,,0,0,임대보증금,0,0,0,0,0,0,0,0,,,,,0,0,임대보증금,0,0,0,0,0,0,0,0,,,,,0,0,임대보증금,0,0,0,0,0,0,0,0,,,,,0,0
유동리스부채,"29,224,194,850","16,991,014,751","7,517,277,080",0,0,"440,709,238","318,115,277","54,491,311,196",,,,,"54,491,311,196","57,978,950,757",유동리스부채,"29,850,862,235","14,405,129,276","6,217,034,209",0,0,"451,756,986","408,324,132","51,333,106,838",,,,,"51,333,106,838","57,978,950,757",유동리스부채,"29,747,306,185","15,494,266,433","9,476,869,553",0,0,"449,237,128","433,912,837","55,601,592,136",,,,,"55,601,592,136","57,978,950,757",유동리스부채,"29,747,306,185","15,494,266,433","9,476,869,553",0,0,"449,237,128","433,912,837","55,601,592,136",,,,,"55,601,592,136","57,978,950,757"
매각예정비유동부채,0,0,0,0,0,0,0,0,,,,,0,0,매각예정비유동부채,0,0,0,0,0,0,0,0,,,,,0,0,매각예정비유동부채,0,0,0,0,0,0,0,0,,,,,0,0,매각예정비유동부채,0,0,0,0,0,0,0,0,,,,,0,0
Ⅱ.비유동부채,"126,330,040,680","29,892,289,569","5,705,650,091",0,0,"21,583,113,677","20,976,629,623","204,487,723,640",,,,,"182,528,932,210","186,497,217,758",Ⅱ.비유동부채,"125,655,725,725","26,148,276,206","3,027,469,643",0,0,"24,033,580,149","19,395,426,362","198,260,478,085",,,,,"178,020,025,358","186,497,217,758",Ⅱ.비유동부채,"121,060,940,570","24,901,088,481","9,454,218,495",0,0,"25,455,349,291","25,808,413,731","206,680,010,568",,,,,"176,599,704,989","186,497,217,758",Ⅱ.비유동부채,"121,060,940,570","24,901,088,481","9,454,218,495",0,0,"25,455,349,291","25,808,413,731","206,680,010,568",,,,,"176,599,704,989","186,497,217,758"
장기차입금,0,0,0,0,0,"20,700,000,000","19,935,238,291","40,635,238,291","40,632,928,363","-2,309,928",,,0,0,장기차입금,0,0,0,0,0,"23,200,000,000","18,640,792,327","41,840,792,327","41,838,655,833","-2,136,494",,,0,0,장기차입금,0,0,0,0,0,"24,700,000,000","25,140,200,173","49,840,200,173","49,837,991,608","-2,208,565",,,0,0,장기차입금,0,0,0,0,0,"24,700,000,000","25,140,200,173","49,840,200,173","49,837,991,608","-2,208,565",,,0,0
장기미지급금,0,0,0,0,0,0,0,0,,,,,0,0,장기미지급금,0,0,0,0,0,0,0,0,,,,,0,0,장기미지급금,0,0,0,0,0,0,0,0,,,,,0,0,장기미지급금,0,0,0,0,0,0,0,0,,,,,0,0
장기성예수보증금,"317,912,991","7,967,614,835",0,0,0,0,0,"8,285,527,826",,,,,"8,285,527,826","5,692,367,901",장기성예수보증금,"1,793,971,991","7,790,785,736",0,0,0,0,0,"9,584,757,727",,,,,"9,584,757,727","5,692,367,901",장기성예수보증금,"2,235,654,991","7,732,314,196",0,0,0,0,0,"9,967,969,187",,,,,"9,967,969,187","5,692,367,901",장기성예수보증금,"2,235,654,991","7,732,314,196",0,0,0,0,0,"9,967,969,187",,,,,"9,967,969,187","5,692,367,901"
현재가치할인차금,0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금,0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금,0,0,0,0,0,0,0,0,,,,,0,0,현재가치할인차금,0,0,0,0,0,0,0,0,,,,,0,0
리스부채,"123,830,655,485","21,924,674,734","4,267,968,434",0,0,"817,419,667","1,041,391,332","151,882,109,652",,,,,"151,882,109,652","157,449,457,653",리스부채,"119,560,374,598","18,357,490,470","2,705,737,116",0,0,"721,950,570","754,634,035","142,100,186,789",,,,,"142,100,186,789","157,449,457,653",리스부채,"113,389,250,736","16,205,298,707","8,884,546,317",0,0,"613,115,898","668,213,558","139,760,425,216",,,,,"139,760,425,216","157,449,457,653",리스부채,"113,389,250,736","16,205,298,707","8,884,546,317",0,0,"613,115,898","668,213,558","139,760,425,216",,,,,"139,760,425,216","157,449,457,653"
복구충당부채,"627,621,812",0,"1,124,861,181",0,0,0,0,"1,752,482,993",,,,,"1,752,482,993","2,218,701,871",복구충당부채,"637,614,840",0,"321,732,527",0,0,0,0,"959,347,367",,,,,"959,347,367","2,218,701,871",복구충당부채,"606,515,215","963,475,578","569,672,178",0,0,0,0,"2,139,662,971",,,,,"2,139,662,971","2,218,701,871",복구충당부채,"606,515,215","963,475,578","569,672,178",0,0,0,0,"2,139,662,971",,,,,"2,139,662,971","2,218,701,871"
금융보증부채,0,,,0,0,0,0,0,0,,,,0,0,금융보증부채,0,,,0,0,0,0,0,0,,,,0,0,금융보증부채,0,,,0,0,0,0,0,0,,,,0,0,금융보증부채,0,,,0,0,0,0,0,0,,,,0,0
소송충당부채,,,,,0,,0,0,,,,,0,0,소송충당부채,,,,,0,,0,0,,,,,0,0,소송충당부채,,,,,0,,0,0,,,,,0,0,소송충당부채,,,,,0,,0,0,,,,,0,0
기타충당부채,0,0,0,0,0,0,0,0,,,,,0,0,기타충당부채,0,0,0,0,0,0,0,0,,,,,0,0,기타충당부채,0,0,0,0,0,0,0,0,,,,,0,0,기타충당부채,0,0,0,0,0,0,0,0,,,,,0,0
금융부채(비지배지분),0,,,0,,0,0,0,,,,,0,0,금융부채(비지배지분),0,,,0,,0,0,0,,,,,0,0,금융부채(비지배지분),0,,,0,,0,0,0,,,,,0,0,금융부채(비지배지분),0,,,0,,0,0,0,,,,,0,0
퇴직급여충당부채,"23,815,983,077",0,"312,820,476",0,0,"217,069,005",0,"24,345,872,558",,,,,"24,345,872,558","181,087,934",퇴직급여충당부채,"24,735,979,273",0,0,0,0,"264,199,865",0,"25,000,179,138",,,,,"25,000,179,138","181,087,934",퇴직급여충당부채,"25,295,213,337",0,0,0,0,"257,700,280",0,"25,552,913,617",,,,,"25,552,913,617","181,087,934",퇴직급여충당부채,"25,295,213,337",0,0,0,0,"257,700,280",0,"25,552,913,617",,,,,"25,552,913,617","181,087,934"
퇴직연금운용자산,"-22,258,557,585",0,0,0,0,"-151,374,995",0,"-22,409,932,580",,,,,"-22,409,932,580","-150,192,832",퇴직연금운용자산,"-21,068,639,877",0,0,0,0,"-152,570,286",0,"-21,221,210,163",,,,,"-21,221,210,163","-150,192,832",퇴직연금운용자산,"-20,462,118,609",0,0,0,0,"-115,466,887",0,"-20,577,585,496",,,,,"-20,577,585,496","-150,192,832",퇴직연금운용자산,"-20,462,118,609",0,0,0,0,"-115,466,887",0,"-20,577,585,496",,,,,"-20,577,585,496","-150,192,832"
국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,,,"-3,575,100",0,국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,,,"-3,575,100",0,국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,,,"-3,575,100",0,국민연금전환금,"-3,575,100",0,0,0,0,0,0,"-3,575,100",,,,,"-3,575,100",0
이연법인세부채,0,0,0,0,0,0,0,0,"7,456,524,187","26,132,971,048",,,"18,676,446,861","21,105,795,231",이연법인세부채,0,0,0,0,0,0,0,0,"4,325,634,348","25,925,973,948",,,"21,600,339,600","21,105,795,231",이연법인세부채,0,0,0,0,0,0,0,0,"6,716,605,435","26,476,500,029",,,"19,759,894,594","21,105,795,231",이연법인세부채,0,0,0,0,0,0,0,0,"6,716,605,435","26,476,500,029",,,"19,759,894,594","21,105,795,231"
부채총계,"435,129,333,231","202,452,577,170","62,976,240,453","36,500,722",0,"25,470,706,022","27,826,403,902","753,891,761,500",,,,,"663,973,746,470","708,606,516,604",부채총계,"318,572,891,137","150,855,290,656","52,987,145,680","42,981,275",0,"28,114,262,164","25,993,150,870","576,565,721,782",,,,,"502,944,138,090","708,606,516,604",부채총계,"423,707,482,962","389,821,213,640","69,511,549,198","42,162,577",0,"30,202,503,285","32,761,623,580","946,046,535,242",,,,,"750,162,307,060","708,606,516,604",부채총계,"423,707,482,962","389,821,213,640","69,511,549,198","42,162,577",0,"30,202,503,285","32,761,623,580","946,046,535,242",,,,,"750,162,307,060","708,606,516,604"
자본,,,,,,,0,,,,,,,,자본,,,,,,,0,,,,,,,,자본,,,,,,,0,,,,,,,,자본,,,,,,,0,,,,,,,
Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587",,,,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587",,,,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587",,,,,"3,830,707,500","3,830,707,500",Ⅰ.자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587",,,,,"3,830,707,500","3,830,707,500"
보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587","13,681,270,087",,,,"3,830,707,500","3,830,707,500",보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587","13,681,270,087",,,,"3,830,707,500","3,830,707,500",보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587","13,681,270,087",,,,"3,830,707,500","3,830,707,500",보통주자본금,"3,830,707,500","5,676,485,827","2,888,600,000","116,184,000",0,"5,000,000,000",260,"17,511,977,587","13,681,270,087",,,,"3,830,707,500","3,830,707,500"
Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","404,877,784,295",,,,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","404,877,784,295",,,,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","404,877,784,295",,,,,"317,545,192,985","317,545,192,985",Ⅱ.자본잉여금,"319,930,789,473","9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","404,877,784,295",,,,,"317,545,192,985","317,545,192,985"
주식발행초과금,"319,930,789,473",0,0,0,0,0,0,"319,930,789,473",0,,,,"319,930,789,473","319,930,789,473",주식발행초과금,"319,930,789,473",0,0,0,0,0,0,"319,930,789,473",0,,,,"319,930,789,473","319,930,789,473",주식발행초과금,"319,930,789,473",0,0,0,0,0,0,"319,930,789,473",0,,,,"319,930,789,473","319,930,789,473",주식발행초과금,"319,930,789,473",0,0,0,0,0,0,"319,930,789,473",0,,,,"319,930,789,473","319,930,789,473"
기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","77,868,327,245","-9,464,264,065",,,"-2,385,596,488","-2,385,596,488",기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","77,868,327,245","-9,464,264,065",,,"-2,385,596,488","-2,385,596,488",기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","77,868,327,245","-9,464,264,065",,,"-2,385,596,488","-2,385,596,488",기타자본잉여금,0,"9,271,338,645","-3,393,006,573","-47,844,192",0,0,"79,116,506,942","84,946,994,822","77,868,327,245","-9,464,264,065",,,"-2,385,596,488","-2,385,596,488"
Ⅲ.자본조정,"-52,614,437,594",0,0,0,0,0,0,"-52,614,437,594",,,,,"-52,614,437,594","-52,539,299,794",Ⅲ.자본조정,"-52,900,505,294",0,0,0,0,0,0,"-52,900,505,294",,,,,"-52,900,505,294","-52,539,299,794",Ⅲ.자본조정,"-55,581,498,594",0,0,0,0,0,0,"-55,581,498,594",,,,,"-55,581,498,594","-52,539,299,794",Ⅲ.자본조정,"-55,581,498,594",0,0,0,0,0,0,"-55,581,498,594",,,,,"-55,581,498,594","-52,539,299,794"
자기주식,"-52,614,437,594",0,0,0,0,0,0,"-52,614,437,594",,,,,"-52,614,437,594","-52,539,299,794",자기주식,"-52,900,505,294",0,0,0,0,0,0,"-52,900,505,294",,,,,"-52,900,505,294","-52,539,299,794",자기주식,"-55,581,498,594",0,0,0,0,0,0,"-55,581,498,594",,,,,"-55,581,498,594","-52,539,299,794",자기주식,"-55,581,498,594",0,0,0,0,0,0,"-55,581,498,594",,,,,"-55,581,498,594","-52,539,299,794"
주식선택권,0,0,0,0,0,0,0,0,0,,,,0,0,주식선택권,0,0,0,0,0,0,0,0,0,,,,0,0,주식선택권,0,0,0,0,0,0,0,0,0,,,,0,0,주식선택권,0,0,0,0,0,0,0,0,0,,,,0,0
Ⅲ.기타포괄손익누계액,0,"7,128,537,594","-414,482,743","10,305,790",0,0,"7,293,876,090","14,018,236,731",,,,,"9,155,440,243","10,008,879,094",Ⅲ.기타포괄손익누계액,0,"1,792,878,465","457,820,286","2,258,480",0,0,"2,945,268,423","5,198,225,654",,,,,"1,554,441,182","10,008,879,094",Ⅲ.기타포괄손익누계액,0,"5,222,648,995","155,219,089","4,569,328",0,0,"5,152,483,682","10,534,921,094",,,,,"5,449,675,637","10,008,879,094",Ⅲ.기타포괄손익누계액,0,"5,222,648,995","155,219,089","4,569,328",0,0,"5,152,483,682","10,534,921,094",,,,,"5,449,675,637","10,008,879,094"
지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0
부의지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,부의지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,부의지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0,부의지분법자본변동,0,0,0,0,0,0,0,0,,,,,0,0
FVOCI평가이익,0,0,0,0,0,0,0,0,,,,,0,0,FVOCI평가이익,0,0,0,0,0,0,0,0,,,,,0,0,FVOCI평가이익,0,0,0,0,0,0,0,0,,,,,0,0,FVOCI평가이익,0,0,0,0,0,0,0,0,,,,,0,0
매도가능증권평가손실,0,0,0,0,0,0,0,0,,,,,0,0,매도가능증권평가손실,0,0,0,0,0,0,0,0,,,,,0,0,매도가능증권평가손실,0,0,0,0,0,0,0,0,,,,,0,0,매도가능증권평가손실,0,0,0,0,0,0,0,0,,,,,0,0
자산재평가이익,0,0,0,0,0,0,0,0,,,,,0,0,자산재평가이익,0,0,0,0,0,0,0,0,,,,,0,0,자산재평가이익,0,0,0,0,0,0,0,0,,,,,0,0,자산재평가이익,0,0,0,0,0,0,0,0,,,,,0,0
해외사업환산손익,0,"7,128,537,594","-414,482,743","10,305,790",0,0,"7,293,876,090","14,018,236,731","6,474,381,191","1,611,584,703",,,"9,155,440,243","10,008,879,094",해외사업환산손익,0,"1,792,878,465","457,820,286","2,258,480",0,0,"2,945,268,423","5,198,225,654","1,026,720,935","-2,617,063,537",,,"1,554,441,182","10,008,879,094",해외사업환산손익,0,"5,222,648,995","155,219,089","4,569,328",0,0,"5,152,483,682","10,534,921,094","4,604,291,595","-480,953,862",,,"5,449,675,637","10,008,879,094",해외사업환산손익,0,"5,222,648,995","155,219,089","4,569,328",0,0,"5,152,483,682","10,534,921,094","4,604,291,595","-480,953,862",,,"5,449,675,637","10,008,879,094"
Ⅳ.이익잉여금,"1,238,227,882,480","65,544,178,472","2,972,909,689","14,958,462",0,"-22,863,041,112","-13,973,447,331","1,269,923,440,660",,,,,"1,302,259,679,674","1,283,354,688,597",Ⅳ.이익잉여금,"1,301,969,963,989","64,087,044,174","3,370,368,736","10,316,992",0,"-24,866,396,293","-16,514,688,224","1,328,056,609,374",,,,,"1,364,602,090,012","1,283,354,688,597",Ⅳ.이익잉여금,"1,453,308,991,269","85,772,984,094","2,058,858,797","-6,411,303",0,"-27,780,416,584","-16,488,644,069","1,496,865,362,204",,,,,"1,463,246,551,294","1,283,354,688,597",Ⅳ.이익잉여금,"1,453,308,991,269","85,772,984,094","2,058,858,797","-6,411,303",0,"-27,780,416,584","-16,488,644,069","1,496,865,362,204",,,,,"1,463,246,551,294","1,283,354,688,597"
법정적립금,"1,915,353,750",0,0,0,0,0,0,"1,915,353,750",,,,,"1,915,353,750","1,940,353,750",법정적립금,"1,915,353,750",0,0,0,0,0,0,"1,915,353,750",,,,,"1,915,353,750","1,940,353,750",법정적립금,"1,915,353,750",0,0,0,0,0,0,"1,915,353,750",,,,,"1,915,353,750","1,940,353,750",법정적립금,"1,915,353,750",0,0,0,0,0,0,"1,915,353,750",,,,,"1,915,353,750","1,940,353,750"
임의적립금,"1,155,000,000,000",0,0,0,0,0,0,"1,155,000,000,000",,,,,"1,155,000,000,000","895,000,000,000",임의적립금,"1,155,000,000,000",0,0,0,0,0,0,"1,155,000,000,000",,,,,"1,155,000,000,000","895,000,000,000",임의적립금,"1,155,000,000,000",0,0,0,0,0,0,"1,155,000,000,000",,,,,"1,155,000,000,000","895,000,000,000",임의적립금,"1,155,000,000,000",0,0,0,0,0,0,"1,155,000,000,000",,,,,"1,155,000,000,000","895,000,000,000"
미처분이익잉여금,"81,312,528,730","65,544,178,472","2,972,909,689","14,958,462",0,"-22,863,041,112","-13,973,447,331","113,008,086,910","503,156,861,601","535,493,100,614",,,"145,344,325,924","386,414,334,847",미처분이익잉여금,"145,054,610,239","64,087,044,174","3,370,368,736","10,316,992",0,"-24,866,396,293","-16,514,688,224","171,141,255,624","773,742,366,474","810,287,847,111",,,"207,686,736,262","386,414,334,847",미처분이익잉여금,"296,393,637,519","85,772,984,094","2,058,858,797","-6,411,303",0,"-27,780,416,584","-16,488,644,069","339,950,008,454","1,332,235,084,028","1,298,616,273,118",,,"306,331,197,544","386,414,334,847",미처분이익잉여금,"296,393,637,519","85,772,984,094","2,058,858,797","-6,411,303",0,"-27,780,416,584","-16,488,644,069","339,950,008,454","1,332,235,084,028","1,298,616,273,118",,,"306,331,197,544","386,414,334,847"
Ⅴ. 비지배지분,0,0,0,0,0,,"8,098,587,878","8,098,587,878","1,895,155,210","7,595,867,393",,,"13,799,300,061","15,098,053,698",Ⅴ. 비지배지분,0,0,0,0,0,,"8,121,270,856","8,121,270,856","2,074,151,092","7,077,084,657",,,"13,124,204,421","15,098,053,698",Ⅴ. 비지배지분,0,0,0,0,0,,"10,855,071,888","10,855,071,888","2,288,693,374","7,442,650,983",,,"16,009,029,497","15,098,053,698",Ⅴ. 비지배지분,0,0,0,0,0,,"10,855,071,888","10,855,071,888","2,288,693,374","7,442,650,983",,,"16,009,029,497","15,098,053,698"
자본총계,"1,509,374,941,859","87,620,540,538","2,054,020,373","93,604,060",0,"-17,863,041,112","80,535,523,839","1,661,815,589,557",,,,,"1,593,975,882,869","1,577,298,222,080",자본총계,"1,572,830,955,668","80,827,747,111","3,323,782,449","80,915,280",0,"-19,866,396,293","73,668,358,257","1,710,865,362,472",,,,,"1,647,756,130,806","1,577,298,222,080",자본총계,"1,721,488,989,648","105,943,457,561","1,709,671,313","66,497,833",0,"-22,780,416,584","78,635,418,703","1,885,063,618,474",,,,,"1,750,499,658,320","1,577,298,222,080",자본총계,"1,721,488,989,648","105,943,457,561","1,709,671,313","66,497,833",0,"-22,780,416,584","78,635,418,703","1,885,063,618,474",,,,,"1,750,499,658,320","1,577,298,222,080"
부채 및 자본총계,"1,944,504,275,090","290,073,117,708","65,030,260,826","130,104,782",0,"7,607,664,910","108,361,927,741","2,415,707,351,057",,,,,"2,257,949,629,339","2,285,904,738,684",부채 및 자본총계,"1,891,403,846,805","231,683,037,767","56,310,928,129","123,896,555",0,"8,247,865,871","99,661,509,127","2,287,431,084,254",,,,,"2,150,700,268,896","2,285,904,738,684",부채 및 자본총계,"2,145,196,472,610","495,764,671,201","71,221,220,511","108,660,410",0,"7,422,086,701","111,397,042,283","2,831,110,153,716",,,,,"2,500,661,965,380","2,285,904,738,684",부채 및 자본총계,"2,145,196,472,610","495,764,671,201","71,221,220,511","108,660,410",0,"7,422,086,701","111,397,042,283","2,831,110,153,716",,,,,"2,500,661,965,380","2,285,904,738,684"
